id,score
813286,0.3425249169435217
1339835893,0.3413333333333334
50055701,0.4601941747572814
33750798,0.46138613861386146
19394188,0.42500000000000004
18906561,0.48139534883720925
216776631,0.3526627218934911
306389855,0.46341463414634143
939091,0.4262499999999999
23022687,0.5619718309859154
90484508,0.4137254901960784
18916432,0.4376470588235294
20713061,0.5390243902439025
113047940,0.35499999999999987
7713202,0.47246376811594204
18020081,0.35
142332083,0.4156249999999999
65493023,0.503125
58379000,0.5387096774193548
216881337,0.3966666666666666
22203756,0.506896551724138
5496932,0.6
172858784,0.3107142857142857
1074518754,0.3803921568627452
217416964,0.326530612244898
115979444,0.4291666666666666
287413569,0.4390243902439024
333533135,0.53
5693842,0.6256410256410256
11134252,0.4666666666666667
17582355,0.4888888888888888
232268199,0.2799999999999999
14738157,0.41714285714285715
970207298,0.29999999999999993
41017380,0.3647058823529411
13218102,0.37058823529411766
18891923,0.4882352941176471
19471123,0.5235294117647059
2255182597,0.3939393939393939
76027332,0.4424242424242424
1249982359,0.4424242424242425
15808765,0.30625
1206227149,0.31612903225806455
17454769,0.5741935483870968
20597460,0.32000000000000006
22669526,0.4
20733972,0.5866666666666667
828613457020870657,0.6733333333333333
23593446,0.38620689655172413
15022633,0.25
16129920,0.4357142857142857
27078238,0.6499999999999999
355906128,0.3851851851851852
1022863572,0.4740740740740741
373545909,0.5481481481481482
237403203,0.6296296296296297
342863309,0.3307692307692308
18170523,0.38461538461538447
28587919,0.6461538461538462
242555999,0.23199999999999987
41634520,0.496
16581604,0.275
16789970,0.5
986781648,0.5217391304347826
1431100910,0.5739130434782609
234374703,0.25454545454545463
7429102,0.3090909090909091
65691824,0.509090909090909
234022257,0.5727272727272728
21829541,0.5818181818181818
11347122,0.32380952380952377
2863210809,0.4380952380952381
17494010,0.4380952380952381
23970102,0.49523809523809514
15182074,0.5142857142857142
21878458,0.49
294154735,0.53
36151878,0.20000000000000007
153944899,0.231578947368421
19682187,0.2421052631578947
15256841,0.26315789473684204
829782369670410240,0.368421052631579
24232525,0.43157894736842106
16160352,0.4421052631578948
177706730,0.5263157894736843
44209472,0.6842105263157895
33537967,0.24444444444444435
17006157,0.24444444444444446
244655353,0.3222222222222223
72198806,0.34444444444444444
294728278,0.4222222222222223
89781370,0.43333333333333335
20479813,0.4444444444444444
2337241560,0.5
113795716,0.2823529411764706
31428685,0.3529411764705882
19269183,0.3764705882352941
133439172,0.3882352941176469
2976606250,0.4
23134068,0.4117647058823528
18791763,0.44705882352941173
